muin_egin	DIO/ERG/INE
behar_errespetatu	DU/ERG/ABS
kodifikatu	DA/ABS/#DU/ERG/ABS#DA/ABS/ABS-DAT_esker_ZERO-KONP
desfasatu	DA/ABS/#DA/ABS/INE
kontrartu	DU/ERG/ABL-ABS-SOZ
nominatu	DU/ERG/INE#DU/ERG/INS
amaitu	DA/ABS/#DU/ERG/ABS#DA/ABS/INE#DU/ERG/ABS-INE#DA/ABS/SOZ#DA/ABS/#DU/ERG/ABS-SOZ#DU/ERG/ABS#ZAIO/ABS/#DA/ABS/INE-SOZ#DA/ABS/ALA#DA/ABS/INF#DA/ABS/INE-INF#DU/ERG/ABS-INF#ZAIO/ABS/INE#DA/ABS/ABS-INE#DA/ABS/INS#DU/ERG/ABS-INE-SOZ#DA/ABS/ABL#ZAIO/ABS/DAT#DU/ERG/ABS-ALA#DU/ERG/ABS-MOD#ZAIO/ABS/#DA/ABS/ABS-SOZ#DU/ERG/ABL-ABS#DU/ERG/ABS-INS#DA/ABS/ALA-INE#DU/ERG/ABS-INE#DA/ABS/DES#DU/ERG/ABS-SOZ#ZAIO/ABS/DAT-INE#DIO/ERG/ABS-DAT#DU/ERG/ABS-INE-INF#DA/ABS/PAR#DA/ABS/PRO#DA/ABS/ABL-INE#DA/ABS/INE-INS#DU/ERG/ABS-ALA-SOZ#DA/ABS/INF-SOZ#DA/ABS/ABS-INE-SOZ#DA/ABS/DAT#DA/ABS/ZHG#DU/ERG/ABS-INF_INE#DU/ERG/ABS-GEN_oste_INE#ZAIO/ABS/SOZ#DA/ABS/ABL-SOZ#DU/ERG/ABS-PAR#DA/ABS/GEN_arabera_ZERO#ZAIO/ABS/#DA/ABS/ABS-DES#DA/ABS/ABS-INS#DA/ABS/KAUS#DU/ERG/ABS-INF-SOZ#DA/ABS/GEN_ondoren_ZERO#DA/ABS/GEN_oste_INE#ZAIO/ABS/DAT-INE-SOZ#DU/ERG/ABS-ALA-INE#DA/ABS/ALA-SOZ#DA/ABS/GEN_bide_INS#DU/ERG/ABS-INE-INS#DU/ERG/ABS-GEN_arabera_ZERO#DU/ERG/ABS-PRO#DA/ABS/ABL#DA/ABS/GEN_arabera_ZERO-INE#DU/ERG/ABL-ABS-INE#DA/ABS/ABS-ZHG#DA/ABS/BEREIZ-INE#DA/ABS/ZERO_arte_INE#DU/ERG/ABS-GEN_atze_ABL-INE#DU/ERG/ABS-KAUS#DU/ERG/ABS-KONP#ZAIO/ABS/INF#ZAIO/ABS/ABS-#DA/ABS/ALA-INS#DA/ABS/GEN_buru_INE#DA/ABS/GEN_hitz_INE#DA/ABS/MOT#ZAIO/ABS/ABS-DAT#DU/ERG/ABS-ALA-INS#DU/ERG/ABS-MOT#DA/ABS/ABS-ALA#DA/ABS/BEREIZ#DA/ABS/GEN_inguru_INE#DU/ERG/ABS-DES#ZAIO/ABS/ABS-INE#DA/ABS/ABS-GEN_bide_INS#DA/ABS/ABS-PAR#DA/ABS/INE-PAR#DA/ABS/INS-SOZ#DA/ABS/ZERO_barru_ABS#ZAIO/ABS/INE-SOZ#DU/ERG/ABS-ABZ#DU/ERG/ABS-DES-INE#DU/ERG/ABS-GEN_arte_INE#DU/ERG/ABS-GEN_erru_INS#DU/ERG/ABS-INS_gain_ABS#DIO/ERG/ABS-INE#DA/ABS/ABL-ABS-INE#DA/ABS/ABL-ALA#DA/ABS/ABL-ALA-ZHG#DA/ABS/ABL-INE-INS_gero_ZERO
atxilotu	DU/ERG/ABS#DU/ERG/ABS-INE#DU/ERG/ABS#DU/ERG/ABS-INS#DU/ERG/ABS-INE#DU/ERG/ABS-SOZ#DU/ERG/ABS-INE-INS#DU/ERG/ABS-MOT#DU/ERG/ABS-ALA#DU/ERG/ABL-ABS#DU/ERG/ABS-INF#DU/ERG/ABS-INE-INF#DU/ERG/ABS-INE-MOT#DU/ERG/ABL-ABS-INE#DU/ERG/ABS-INE-SOZ#DU/ERG/ABS-GEN_arabera_ZERO#DU/ERG/ABS-ALA-INE#DU/ERG/ABS-INF_NUMS#DU/ERG/ABS-PAR#DIO/ERG/ABS-DAT#DU/ERG/ABS-KONP#DU/ERG/ABS-BNK#DU/ERG/ABS-INE-INF_NUMS#DU/ERG/ABS-DENB#DU/ERG/KONP#DU/ERG/ABS-GEN_ondoren_ZERO#DU/ERG/ABS-GEN_arabera_ZERO-INE#DU/ERG/ABS-DESK#DU/ERG/ABS-INE-MOD#DU/ERG/ABS-GEN_oste_INE#DU/ERG/ABS-INS_gain_ABS#DU/ERG/ABS-INE-INS_gain_ABS#DIO/ERG/ABS#DU/ERG/ABS-ALA-INE#DU/ERG/ABS-INS_gain_ERG#DU/ERG/ABS-BNK-INE#DU/ERG/ABS-INE-INS-MOT#DU/ERG/ABS-INE-KAUS#DU/ERG/ABS-INE-MOS#DU/ERG/ABS-INE-ZHG#DU/ERG/ABS-KAUS#DU/ERG/ABS-ZHG#DU/ERG/GEN_jabe_ABS#DU/ERG/ABS-INE-INS#DU/ERG/ABS-INS-SOZ#DU/ERG/ABS-GEN_uste_INS#DU/ERG/ABL-ABS-ALA#DU/ERG/ABS-GEN_inguru_INE#DIO/ERG/ABS-DAT-INE#DU/ERG/ABL-ABS#DU/ERG/ABL_gora_ZERO-ABS-INE#DU/ERG/ABS_alde_ALA#DU/ERG/ABS-ALA-GEN_arabera_ZERO#DU/ERG/ABS-BEREIZ#DU/ERG/ABS-INF-MOT#DU/ERG/ABS-GEN_aurka_DAT#DU/ERG/ABS-GEN_jabe_ABS#DU/ERG/ABS-MOS#DU/ERG/ABS-ZERO_arte_DESK#DU/ERG/ABL-ABS-INS#DU/ERG/ABS-ALA-INE-INS#DU/ERG/ABS-MOT#DU/ERG/ABS_alde_ALA-INE#DU/ERG/ABS-GEN_esku_INE#DU/ERG/ABS-ALA-INS#DU/ERG/ABS-GEN_atze_ABL#DU/ERG/ABS-GEN_aurre_INE#DU/ERG/ABS-INS_kanpo_ABS#DU/ERG/ABL-ABL_gora_ZERO-ABS#DU/ERG/ABL-ABS-INE#DU/ERG/ABL-ABS-BNK-GEN_arabera_ZERO-GEN_barru_INE#DU/ERG/ABL-ABS-INF#DU/ERG/ABL-ABS-INE-INS#DU/ERG/ABL-ABS-INE-MOT#DU/ERG/ABL_gora_ZERO-ABS#DU/ERG/ABL_gora_ZERO-ABS-GEN_arabera_ZERO-INE-INF#DU/ERG/ABL_hurbil_ZERO-ABS-INE#DU/ERG/ABL_hurbil_ZERO-ABS-INS#DU/ERG/ABS-BNK-INE#DU/ERG/ABS-INF#DU/ERG/ABS-GEN_arabera_ZERO#DU/ERG/ABS-GEN_aurre_INE#DU/ERG/ABS-INE-MOT#DU/ERG/ABS-INE-MOT-SOZ#DU/ERG/ABS-INS-ZHG#DU/ERG/ABS_arabera_ZERO-INE-MOT#DU/ERG/ABS_gabe_ZERO-GEN_arabera_ZERO-INE-MOT#DU/ERG/ABS-ALA-GEN_arte_INE#DU/ERG/ABS-ALA-GEN_inguru_INE#DU/ERG/ABS-ALA-INE-INF#DU/ERG/ABS-ALA-INS-MOT#DU/ERG/ABS-ALA-MOD#DU/ERG/ABS-ALA-MOT#DU/ERG/ABS-ALA-SOZ#DU/ERG/ABS-DENB-INS#DU/ERG/ABS-DESK-INE-INS#DU/ERG/ABS-INF_INE#DU/ERG/ABS-INF_INS#DU/ERG/ABS-GEN_arabera_ZERO-INF_NUMS#DU/ERG/ABS-GEN_aurka_ABS#DU/ERG/ABS-GEN_barru_INE-INE
belaxkatu	ZAIO/ABS/
infiltratu	DA/ABS/#DA/ABS/INE#DA/ABS/#DA/ABS/DEK#DA/ABS/GEN_arte_INE
hormonatu	DU/ERG/ABS#DU/ERG/ABS-INE
azpinmarratu	DU/ERG/KONP
errezitatu	DU/ERG/ABS#DU/ERG/ABS-INE#DU/ERG/ABS-SOZ#DU/ERG/ABL-ABS#DU/ERG/ABS-INE-INF#DU/ERG/ABS-INS#DU/ERG/ABS-MOD
eraso	DIO/ERG/DAT#DU/ERG/#DIO/ERG/#DIO/ERG/DAT-INE#DIO/ERG/ABS#DU/ERG/ABS#DIO/ERG/ABS-DAT#DU/ERG/INE#DIO/ERG/INE#DIO/ERG/ABS-INE#DIO/ERG/DAT-INS#DIO/ERG/ABS#DU/ERG/ABS-INE#DIO/ERG/DAT-INE-INS#DIO/ERG/DAT-SOZ#DIO/ERG/ABS-DAT-INE#DIO/ERG/ABL-DAT#DIO/ERG/INS#DIO/ERG/DAT#DU/ERG/INS#DIO/ERG/ABS-DAT#DU/ERG/ABS#DIO/ERG/ALA-DAT#DIO/ERG/ABS-INS#DIO/ERG/DAT-INE-SOZ#DIO/ERG/ABL-DAT-INE#DIO/ERG/DAT-PAR#DIO/ERG/BNK-DAT#DIO/ERG/DAT-GEN_arabera_ZERO#DIO/ERG/ABS-ALA#DIO/ERG/BEREIZ-DAT#DIO/ERG/ABS-DAT-SOZ#DU/ERG/ABL#DIO/ERG/DAT-GEN_kontra_ZERO#DIO/ERG/DAT-INF#DIO/ERG/DAT-INE-INF#DIO/ERG/INF#DIO/ERG/ALA-DAT-INE#DIO/ERG/DAT-DES#DIO/ERG/ABS-INE#DIO/ERG/DAT-GEN_uste_INS#DU/ERG/SOZ#DIO/ERG/ALA#DIO/ERG/DAT-GEN_aurka_ABS#DIO/ERG/ABL-ALA-DAT#DIO/ERG/DAT-INS-SOZ#DIO/ERG/DAT-KAUS#DIO/ERG/DAT-INE#DU/ERG/INF#DU/ERG/MOS#DIO/ERG/ABS-DAT-INS#DIO/ERG/DAT-GEN_alde_ABL#DIO/ERG/DAT-GEN_kontra_ZERO-INE#DIO/ERG/DAT-PRO#DU/ERG/GEN_arabera_ZERO#DU/ERG/ABS-INE#DU/ERG/GEN_uste_INS#DIO/ERG/ABS-ALA-DAT#DU/ERG/ALA#DIO/ERG/DAT-GEN_bide_INS#DU/ERG/ABS-INS#DU/ERG/ALA-INE#DIO/ERG/ABL-ALA#DU/ERG/ABS-ALA#DU/ERG/GEN_inguru_INE#DIO/ERG/ABL-ABS#DIO/ERG/ABS-INS_gain_ABS#DIO/ERG/DAT-GEN_bitarte_INS#DIO/ERG/DAT-GEN_kontra_ABS#DIO/ERG/DAT-INS_gain_ABS#DIO/ERG/DAT-MOT#DIO/ERG/DAT-ZERO_gisa_ZERO#DIO/ERG/DAT-ZERO_gora_ZERO#DU/ERG/BEREIZ#DU/ERG/PAR#DIO/ERG/ABL#DIO/ERG/ABS-ALA-DAT-INE#DIO/ERG/ABS-DAT-GEN_arte_INE#DIO/ERG/ABS-DAT-KONP#DIO/ERG/ABS_alde_ALA-INS#DIO/ERG/ALA-BNK-DAT-INE#DIO/ERG/ALA-ZHG#DIO/ERG/BEREIZ#DIO/ERG/DAT-GEN_arabera_ZERO-INE#DIO/ERG/DAT-GEN_arte_INE-SOZ#DIO/ERG/DAT-GEN_bide_INS-INE#DIO/ERG/DAT-HELB#DIO/ERG/DAT-INE-KONP#DIO/ERG/DAT-ZHG#DIO/ERG/DAT-INF#DIO/ERG/DAT-GEN_aurka_ABS#DIO/ERG/DAT-GEN_inguru_INE#DIO/ERG/DENB#DIO/ERG/INF-SOZ#DIO/ERG/GEN_jabe_DAT-INE#DIO/ERG/INE-INS#DIO/ERG/INE-SOZ#DIO/ERG/KAUS#DIO/ERG/KONP#DIO/ERG/SOZ#DIO/ERG/ZERO_inguru_DAT
bide_egin	DU/ERG/ABS#DIO/ERG/ABS#DIO/ERG/ABS-DAT#DA/ABS/#DIO/ERG/ABS-DAT-INE#DU/ERG/ABS-INS#DU/ERG/ABS-SOZ#DIO/ERG/ABS-INE#DA/ABS/INE#DU/ERG/ABS-ALA-INE#DU/ERG/ABS-INF#DU/ERG/ABS-INF-INS#DU/ERG/ABS-GEN_buru_INE#DU/ERG/ABS-MOT#DIO/ERG/ABS-ZERO_inguru_ZERO#DU/ERG/ABS-ALA#DU/ERG/ABS-GEN_alde_ABS#DU/ERG/ABS-INE#DIO/ERG/ABS-ALA#DIO/ERG/ABS-GEN_alde_ABS#DIO/ERG/ABS-INS#DIO/ERG/ABS-SOZ#DA/ABS/ALA#DA/ABS/GEN_alde_ABS#DA/ABS/INS#DA/ABS/SOZ
eguneratu	DU/ERG/ABS#DA/ABS/#DU/ERG/ABS#DU/ERG/ABS-INE#DU/ERG/ABS-ALA#DA/ABS/#DU/ERG/ABL_behe_ALA-ABS#DU/ERG/ABS-GEN_hitz_INE#DU/ERG/ABS-SOZ#DU/ERG/ABS-DAT_buruz_ZERO#DU/ERG/ABS-INS#DA/ABS/INE#DA/ABS/ABS-SOZ#DA/ABS/DAT_buruz_ZERO#DA/ABS/INS
zentratu	DA/ABS/#DA/ABS/INE#DU/ERG/ABS#DU/ERG/ABS-INE#DA/ABS/SOZ#DU/ERG/ABL-ABS#DA/ABS/GEN_muga_INE#DA/ABS/INE-KAUS#DA/ABS/ABL#DA/ABS/ABL-INE#DA/ABS/ABS-ALA-INE#DA/ABS/ALA#DA/ABS/DESK#DU/ERG/ABS-SOZ#DU/ERG/ABL-ABS-INE#DU/ERG/ABS-ALA-INE#DU/ERG/ABS-ALA#DU/ERG/ABS-DESK
ehundu	DU/ERG/ABS#DU/ERG/ABS-INE#DU/ERG/ABS-INS#DU/ERG/ABS-GEN_arte_INE#DU/ERG/ABS#DU/ERG/ABS-INS#DU/ERG/ABS-GEN_bitarte_INS#DU/ERG/ABS-PAR
solidarizatu	DA/ABS/SOZ
osortu	DA/ABS/INF_SOZ
blaitu	DU/ERG/INS#DA/ABS/INS#DU/ERG/#DU/ERG/ABS-INS#DU/ERG/ABS#DA/ABS/#DA/ABS/#DU/ERG/INE#DA/ABS/ALA-INS#DA/ABS/INS
aireratu	DU/ERG/ABS#DU/ERG/ABS-INE#DA/ABS/#DA/ABS/INE#DA/ABS/ABL#DU/ERG/ABL-ABS#DU/ERG/ABS#DA/ABS/#DU/ERG/ABS-INF#DU/ERG/ABS-INE#DU/ERG/ABS-ALA#DU/ERG/ABS-INF#DU/ERG/ABS-PAR#DU/ERG/KONP#DA/ABS/INE-INS#DA/ABS/INS#DA/ABS/INE-KONP#DU/ERG/ABL-ABS#DU/ERG/ABL-ABS-ALA#DU/ERG/ABS-ALA-INE#DU/ERG/ABS-GEN_gain_ABL#DU/ERG/ABS-GEN_inguru_INE#DA/ABS/ABL#DA/ABS/ABL-ALA#DA/ABS/ABS-ALA-INE#DA/ABS/GEN_gain_ABL#DA/ABS/GEN_inguru_INE
behar_zehaztu	DU/ERG/#DA/ABS/#DU/ERG/INF#DA/ABS/INF#DA/ABS/#DU/ERG/ABS-GEN_arabera_ZERO#DU/ERG/PAR#DA/ABS/GEN_arabera_ZERO#DA/ABS/PAR
zentralizatu	DU/ERG/ABS#DU/ERG/ABS-INE#DU/ERG/ABS-INS-SOZ#DU/ERG/ABS#DU/ERG/ABS-GEN_atze_INE#DU/ERG/ABS-INE-SOZ
kontra_egin	DU/ERG/ABS#DA/ABS/#DU/ERG/ABS-INE#DIO/ERG/ABS-DAT#DIO/ERG/ABS#DA/ABS/INE#DU/ERG/ABS#DU/ERG/ABS-INF#DU/ERG/ABS-INS#DU/ERG/ABS-INE#DU/ERG/ABL-ABS#DA/ABS/SOZ#DU/ERG/ABS-INE-INS#DU/ERG/ABS-SOZ#DIO/ERG/ABL-ABS-DAT#DIO/ERG/ABS-DAT-INE#DIO/ERG/ABS-INE#DU/ERG/ABL-ABS-ALA#DU/ERG/ABL-ABS-INE#DU/ERG/ABS-GEN_arabera_ZERO#DU/ERG/ABS-GEN_arabera_ZERO-INS#DU/ERG/ABS-GEN_hitz_INE#DU/ERG/ABS-GEN_kontra_ZERO-INE-MOT#DU/ERG/ABS-INE-ZHG#DU/ERG/ABS-MOS#DU/ERG/ABS-ZHG#DA/ABS/ABL-INE#DA/ABS/INE-SOZ#DA/ABS/INE_zehar_ZERO#DA/ABS/KONP-SOZ#DIO/ERG/ABL-ABS-DAT-MOT#DU/ERG/ABS-BNK#DU/ERG/ABS-INE-SOZ#DU/ERG/ABS-MOT#DU/ERG/ABS-ZERO_bide_INS#DU/ERG/ABL-ABS-INE#DU/ERG/ABS-ALA-INE#DU/ERG/ABS-GEN_alde_ZERO#DU/ERG/ABS-GEN_bitarte_INS-PRO#DU/ERG/ABS-INE-MOT#DA/ABS/#DA/ABS/ABS-INE-INS#DA/ABS/ABL#DA/ABS/ABS-INE#DA/ABS/INS#DA/ABS/ABL-ABS-INE#DA/ABS/ALA-INE#DA/ABS/GEN_alde_ZERO#DA/ABS/GEN_bitarte_INS-PRO#DA/ABS/INE-MOT#DIO/ERG/ABS-INS#DIO/ERG/ABS#DIO/ERG/ABS-INE-INS#DIO/ERG/ABL-ABS#DIO/ERG/ABS-INE#DIO/ERG/ABS-BNK-DAT#DIO/ERG/ABS-DAT#DIO/ERG/ABS-INE-SOZ#DIO/ERG/ABS-MOT#DIO/ERG/ABS-ZERO_bide_INS#DIO/ERG/ABL-ABS-INE#DIO/ERG/ABS-ALA-INE#DIO/ERG/ABS-GEN_alde_ZERO#DIO/ERG/ABS-GEN_bitarte_INS-PRO#DIO/ERG/ABS-INE-MOT#DIO/ERG/ABS-SOZ
aldizkatu	DA/ABS/#DU/ERG/#DA/ABS/#DA/ABS/INE-INF_ZERO#DA/ABS/INS
legionellatu	DU/ERG/
haizaratu	DU/ERG/ABS-INE
abusatu	DU/ERG/ABS-INS#DU/ERG/ABS#DU/ERG/ABS-INS
dibortziatu	DA/ABS/#DA/ABS/ABL#DA/ABS/#DA/ABS/PAR_gabe_ZERO#DA/ABS/GEN_buru_INE-INS#DA/ABS/KONT
onuratu	DA/ABS/INF-INS
galdeketatu	DU/ERG/ABS
besarkatu	DU/ERG/ABS#DU/ERG/ABS-INE#DU/ERG/ABS#DU/ERG/ABL-ABS#DU/ERG/ABS-GEN_bitarte_INS-INS#DU/ERG/ABS-PAR
behar_eratu	DA/ABS/
egiaztatu	DU/ERG/ABS#DU/ERG/ABS-INE#DU/ERG/ABS#DU/ERG/KONP#DIO/ERG/ABS#DU/ERG/ABS-INS#DU/ERG/ABS-INF#DU/ERG/ABS-GEN_bide_INS#DU/ERG/ABS-DAT_esker_ZERO#DU/ERG/ABS-PAR#DIO/ERG/ABS-DAT#DU/ERG/ABL-ABS-INE#DU/ERG/ABS-ABU#DU/ERG/ABS-INF_INE#DU/ERG/ABS-INE-INS#DU/ERG/ABS-KONP#DU/ERG/ABS-MOS#DU/ERG/ABS-SOZ#DU/ERG/ABS-BEREIZ#DU/ERG/ABS-GEN_arabera_ZERO#DIO/ERG/ABS-INE#DIO/ERG/ABS#DIO/ERG/ABS-INS#DIO/ERG/ABS-GEN_bide_INS#DIO/ERG/ABS-PAR#DIO/ERG/ABS-DAT#DIO/ERG/ABS-DAT-INE#DIO/ERG/ABS-SOZ#DIO/ERG/ABS-BEREIZ#DIO/ERG/ABS-DAT_esker_ZERO#DIO/ERG/ABS-GEN_arabera_ZERO
behar_defenditu	DU/ERG/INF#DU/ERG/INS
sustatu	DU/ERG/ABS#DU/ERG/ABS-INE#DU/ERG/ABS#DU/ERG/ABL-ABS#DU/ERG/ABS-GEN_arte_INE#DU/ERG/ABS-ALA#DU/ERG/ABS-INS#DU/ERG/ABS-SOZ#DU/ERG/ABS-INE#DU/ERG/ABS-INE-INS#DU/ERG/ABS-INF#DU/ERG/ABL-ABS-INE#DU/ERG/ABS-GEN_bide_INS#DU/ERG/ABS-INS-SOZ#DU/ERG/ABS-DES#DU/ERG/ABS-GEN_arabera_ZERO#DU/ERG/ABS-PAR#DU/ERG/ABL-ABS-INE-INF#DU/ERG/ABS-ALA-INE-INS#DU/ERG/ABS-BEREIZ#DU/ERG/ABS-BEREIZ-INE#DU/ERG/ABS-INF-SOZ#DU/ERG/ABS-INF_ABS#DU/ERG/ABS-GEN_arabera_ZERO-INE#DU/ERG/ABS-GEN_arte_INE-GEN_barru_INE#DU/ERG/ABS-GEN_barru_INE#DU/ERG/ABS-GEN_bide_INS-INE#DU/ERG/ABS-GEN_oste_INE#DU/ERG/ABS-GEN_uste_INS#DU/ERG/ABS-HELB#DU/ERG/ABS-INE-SOZ#DU/ERG/ABS-INE_zehar_ZERO#DU/ERG/ABS-INS_gain_ABS#DU/ERG/ABS-KAUS#DU/ERG/ABL-ABS-PAR-SOZ#DU/ERG/ABS-ALA_arte_DESK-GEN_bitarte_INS#DU/ERG/ABS-BAK#DU/ERG/ABS-BEREIZ#DU/ERG/ABS-GEN_arte_INE#DU/ERG/ABS-GEN_hitz_INE#DU/ERG/ABS-INS#DU/ERG/ABS-ALA-GEN_bide_INS#DU/ERG/ABS-ALA-GEN_uste_INS#DU/ERG/ABS-ALA-INS#DU/ERG/ABS-BAK#DU/ERG/ABS-BNK#DU/ERG/ABS-GEN_alde_ABL-INE#DU/ERG/ABS-GEN_alde_INE#DU/ERG/ABS-GEN_arte_INE-INE#DU/ERG/ABS-GEN_arte_INE-SOZ#DU/ERG/ABS-GEN_aurka_ABS-INE#DU/ERG/ABS-GEN_aurre_INE#DU/ERG/ABS-GEN_kontra_ZERO#DU/ERG/ABS-GEN_uste_INS-INE#DU/ERG/ABS-INS_gero_ZERO#DU/ERG/ABS-PAR-SOZ#DU/ERG/ABS-ZERO_bezala_ZERO
katigatu	DA/ABS/#DA/ABS/ZERO_arte_INE#DU/ERG/ABS#DU/ERG/#DA/ABS/INE#DU/ERG/ABS-INE
oposatu	DA/ABS/INE
akuilatu	DU/ERG/ABS#DU/ERG/ABS-INS#DU/ERG/ABS-INE
arazi	DU/ERG/#DU/ERG/INF#DIO/ERG/DAT#DA/ABS/#DIO/ERG/INF#DA/ABS/INF#DU/ERG/ABS#DIO/ERG/ABS-DAT-INF#DIO/ERG/#DA/ABS/INE#DIO/ERG/ABS#DU/ERG/ABS-BNK-INE#DA/ABS/#DIO/ERG/ABS-BNK-INE#DA/ABS/BNK-INE
leher_egin	DU/ERG/#DU/ERG/ABS#DU/ERG/ALA#DU/ERG/ALA-INE#DU/ERG/INE
ohoratu	DU/ERG/ABS#DU/ERG/ABS-INE#DU/ERG/ABS#DU/ERG/ABS-ALA#DU/ERG/ABS-INS
nahi_izan	DU/ERG/#DU/ERG/INF#DU/ERG/INF_ABS#DIO/ERG/INF#DU/ERG/ABS#DU/ERG/INE#DU/ERG/INE-INF#DIO/ERG/#DU/ERG/ABL#DU/ERG/ALA-INF#DU/ERG/INF-SOZ#DU/ERG/KONP#DU/ERG/ABS-INE#DU/ERG/ABL-ALA-INF#DU/ERG/ABL-INF#DU/ERG/ABL_kanpo_-ALA#DU/ERG/ABS-INF#DU/ERG/ABS-INF_ABS#DU/ERG/ABS-GEN_kontra_ZERO#DU/ERG/ABS_gabe_ZERO#DU/ERG/ABU#DU/ERG/ALA#DU/ERG/ALA-INE-INF#DU/ERG/INF-INS#DU/ERG/GEN_aitzin_INE-ZHG#DU/ERG/GEN_arte_INE#DU/ERG/GEN_aurre_INE-INF#DU/ERG/GEN_bitarte_INS-INF#DU/ERG/GEN_uste_INS#DU/ERG/HELB#DU/ERG/INE-INS#DU/ERG/KAUS#DU/ERG/SOZ#DIO/ERG/GEN_bide_INS-INF#DIO/ERG/INE-INF#DU/ERG/PAR_gabe_ZERO#DU/ERG/ABS-INS#DU/ERG/ABS-SOZ#DU/ERG/INS#DIO/ERG/DAT#DIO/ERG/PAR_gabe_ZERO#DIO/ERG/ABS#DIO/ERG/ABS-INE#DIO/ERG/ABS-INS#DIO/ERG/ABS-SOZ#DIO/ERG/DAT-INS
errezebitu	DU/ERG/ABS#DU/ERG/ABS-INE#DU/ERG/ABS-INE#DU/ERG/ABS-INE-INF#DU/ERG/ABS-ZERO_aurre_ABL
gomutatu	DA/ABS/INS#DU/ERG/ABS-INS#DU/ERG/
etireno-abiatu	DA/ABS/INF
txirotu	DU/ERG/ABS#DU/ERG/ABS
gibelatu	DU/ERG/ABS#DU/ERG/ABS-ALA#DU/ERG/ABS#DU/ERG/ABL-ABS-ALA-GEN_arabera_ZERO#DU/ERG/ABS-INS#DA/ABS/ALA-INF#DU/ERG/ABL-ABS-ALA#DU/ERG/ABS-INE#DA/ABS/#DA/ABS/ABL-ALA#DA/ABS/ALA#DA/ABS/INE
errespetu	DA/ABS/
